0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
30.3333333333,40.2727272727,40.2121212121,30.8636363636,32.1060606061,28.4242424242,30.1212121212,30.1666666667,30.1212121212,32.3636363636,28.303030303,31.1060606061,30.1212121212,29.3333333333,34.5606060606,32.803030303,29.3484848485,33.4545454545,28.2424242424,28.4848484848,29.1515151515,29.0909090909,31.0909090909,39.8333333333,29.1515151515,33.6212121212,28.5,35.4696969697,35.1515151515,33.8939393939,38.5454545455,38.2121212121,36.5,30.8939393939,30.3636363636,25.3939393939,34.5757575758,31.8333333333,23.6666666667,22.7727272727,25.1212121212,26.8333333333,28.2424242424,27.7121212121,28.5,26.0909090909,25.303030303,25.0,25.9696969697,24.5909090909,25.8333333333,27.2272727273,23.803030303,26.6363636364,26.8333333333,28.5151515152,26.1060606061,24.9393939394,26.5909090909,25.3636363636,25.4696969697,26.9696969697,27.5,25.303030303,29.0151515152,27.6818181818,25.8333333333,26.1060606061,24.7575757576,28.8333333333,29.1666666667,23.4696969697,27.6363636364,26.8484848485,24.5606060606,25.7121212121,24.3484848485,24.7878787879,27.2727272727,24.8333333333,26.5303030303,24.196969697,25.5,22.7424242424,23.7424242424,23.5151515152,23.5454545455,23.3484848485,21.7272727273,24.7424242424,24.1515151515,23.196969697,25.9242424242,27.4090909091,26.9696969697,21.3333333333,21.3939393939,23.3939393939,23.4242424242,23.7727272727,23.6818181818,23.3484848485,23.2424242424,23.3787878788,23.5454545455,24.3787878788,23.5606060606,23.4545454545,24.6363636364,22.803030303,24.1515151515,23.9696969697,22.3636363636,21.8636363636,23.9393939394,22.3333333333,24.2121212121,22.9545454545,25.4696969697,24.5,21.4848484848,24.0606060606,23.3636363636,24.4090909091,22.8939393939,22.8939393939,23.1363636364,24.5757575758,22.3787878788,23.696969697,21.6515151515,23.5,23.0909090909,25.0757575758,24.4393939394,22.5909090909,22.4545454545,22.2121212121,22.7121212121,22.0,22.803030303,23.3787878788,22.6818181818,24.1060606061,22.6515151515,22.1363636364,22.8939393939,22.6515151515
30.5606060606,39.7878787879,42.0,31.0757575758,31.4242424242,29.6666666667,30.2575757576,28.6060606061,30.4242424242,33.6060606061,27.9545454545,30.696969697,29.7878787879,29.5454545455,34.3939393939,32.4848484848,29.0909090909,33.8636363636,27.8181818182,27.7575757576,29.1212121212,29.3939393939,31.0454545455,39.8181818182,28.9848484848,34.0,28.1515151515,35.7878787879,34.3787878788,33.8787878788,34.6666666667,37.3939393939,35.6212121212,31.4545454545,29.9393939394,24.4545454545,34.0454545455,31.6212121212,24.0,23.5454545455,25.8333333333,26.6818181818,27.5757575758,28.9393939394,29.6363636364,26.5757575758,24.4393939394,25.5606060606,25.6666666667,23.5909090909,25.696969697,27.3333333333,24.0,26.7878787879,26.6212121212,28.5606060606,27.1060606061,25.196969697,27.1363636364,23.5909090909,23.9242424242,25.2727272727,27.6363636364,25.4848484848,29.0909090909,26.9242424242,26.2575757576,25.4242424242,24.8484848485,28.4090909091,28.6818181818,23.9545454545,28.3939393939,25.4545454545,24.3181818182,25.4848484848,24.303030303,24.5606060606,27.3181818182,23.8636363636,25.9393939394,24.3939393939,25.9090909091,22.8636363636,23.6060606061,23.4848484848,23.4545454545,23.3181818182,21.3636363636,24.6363636364,23.9393939394,23.3636363636,25.9242424242,26.6666666667,27.4090909091,21.6515151515,20.9696969697,23.5909090909,23.5757575758,23.0909090909,23.7424242424,23.5909090909,23.4696969697,24.0454545455,23.2121212121,24.196969697,23.4090909091,23.1212121212,25.1818181818,23.0151515152,24.196969697,23.5757575758,22.1818181818,22.8484848485,23.6363636364,22.1666666667,23.7878787879,22.303030303,25.0,24.6060606061,21.6363636364,23.7575757576,23.6060606061,24.1818181818,23.5303030303,23.5909090909,23.3787878788,25.0454545455,22.9696969697,24.0757575758,21.6666666667,23.1666666667,22.9393939394,25.1666666667,24.9090909091,22.6212121212,22.6515151515,22.7121212121,22.2878787879,22.196969697,21.9848484848,23.2272727273,22.9242424242,24.0757575758,22.696969697,22.2727272727,22.4242424242,22.3636363636
30.6212121212,39.5454545455,41.9848484848,31.5454545455,31.3636363636,31.8636363636,30.0,29.9848484848,31.1212121212,34.196969697,28.3333333333,31.1818181818,29.4696969697,30.4545454545,33.9090909091,32.0151515152,28.6060606061,33.3333333333,28.4545454545,27.8181818182,29.303030303,28.9090909091,31.2878787879,40.2121212121,29.1515151515,34.4848484848,27.9696969697,35.3787878788,35.4090909091,34.3181818182,38.4242424242,36.9090909091,37.9242424242,30.2727272727,29.0151515152,24.9393939394,33.3333333333,30.9393939394,24.0606060606,24.7121212121,26.803030303,26.1515151515,27.0,29.6818181818,28.3787878788,28.6363636364,25.0757575758,26.2121212121,26.2575757576,24.3181818182,25.8484848485,27.8787878788,25.4545454545,26.0151515152,26.2121212121,28.2878787879,27.2424242424,25.0151515152,27.3333333333,23.5454545455,23.4545454545,24.2575757576,27.5454545455,26.0,28.5151515152,25.696969697,26.5757575758,24.696969697,25.5151515152,28.5303030303,29.0757575758,24.0454545455,27.196969697,26.0606060606,24.5757575758,25.6818181818,24.4696969697,24.4242424242,26.8181818182,24.2575757576,25.696969697,24.1363636364,26.0151515152,23.3333333333,24.6818181818,23.6515151515,23.6060606061,23.1666666667,20.8787878788,24.7727272727,24.3333333333,23.5606060606,26.0757575758,27.1818181818,26.5454545455,21.5606060606,20.696969697,23.7272727273,23.8484848485,22.5909090909,24.3181818182,23.9242424242,23.5757575758,24.8636363636,23.1060606061,24.0606060606,23.5757575758,23.0151515152,24.6818181818,23.0151515152,24.0303030303,23.7272727273,22.3939393939,22.7575757576,23.5909090909,21.5909090909,23.9545454545,22.4848484848,24.9393939394,24.3787878788,22.0454545455,23.7878787879,24.1060606061,24.5909090909,23.7121212121,24.4242424242,23.2575757576,24.9242424242,23.1363636364,23.3939393939,21.3333333333,23.5303030303,23.5303030303,25.2424242424,24.5,22.8939393939,22.6363636364,22.6818181818,21.5909090909,21.696969697,22.1818181818,22.7121212121,22.6363636364,24.1060606061,22.6666666667,22.9090909091,22.4848484848,22.2727272727
30.2121212121,39.9696969697,39.6060606061,31.8484848485,31.8636363636,33.5,27.9848484848,31.2575757576,32.5151515152,33.9696969697,30.3181818182,31.303030303,30.5303030303,34.9545454545,34.2575757576,31.2878787879,28.5303030303,33.2727272727,28.0606060606,28.2727272727,29.4393939394,28.9848484848,31.2575757576,39.7878787879,30.0909090909,34.8181818182,27.803030303,35.696969697,35.2272727273,34.6666666667,38.6818181818,36.9242424242,38.6515151515,29.9393939394,30.4848484848,24.0454545455,34.0,30.8181818182,24.4242424242,23.9696969697,25.8939393939,26.6060606061,27.8636363636,29.2424242424,26.4393939394,29.4545454545,25.4545454545,26.3484848485,27.0454545455,25.2878787879,25.9696969697,28.1666666667,26.4696969697,25.5151515152,26.196969697,28.1212121212,27.6515151515,25.2878787879,27.2424242424,25.0,23.5151515152,23.8484848485,27.5909090909,26.5,28.2575757576,26.0757575758,26.6060606061,24.1818181818,25.8181818182,29.303030303,28.9545454545,24.5151515152,26.6212121212,26.3939393939,24.9242424242,23.7727272727,23.6515151515,23.0303030303,25.6666666667,24.5,25.3636363636,23.8939393939,26.5909090909,23.0303030303,24.1212121212,23.6818181818,23.3787878788,23.2575757576,20.9848484848,24.5,24.5151515152,23.5757575758,26.1060606061,27.0757575758,26.5,21.4090909091,20.5909090909,24.5151515152,24.3484848485,22.696969697,24.5606060606,23.9545454545,23.2727272727,25.4696969697,23.1363636364,24.2878787879,24.0,22.6363636364,25.2878787879,22.8181818182,23.7272727273,23.3181818182,22.803030303,22.0454545455,23.696969697,22.0303030303,23.9090909091,22.5,24.7272727273,24.1515151515,22.1212121212,23.696969697,24.5606060606,23.8333333333,23.2575757576,23.7575757576,23.5909090909,24.3333333333,22.8787878788,22.6212121212,21.6363636364,23.1060606061,23.2121212121,24.8636363636,25.0,23.303030303,22.8484848485,22.6515151515,21.5454545455,21.7424242424,22.3333333333,22.6818181818,22.4393939394,23.9242424242,22.8484848485,23.0757575758,22.2878787879,22.5454545455
30.5,39.3939393939,39.0,31.5606060606,32.4848484848,34.6363636364,27.1060606061,32.0909090909,33.4393939394,36.4242424242,31.0303030303,31.1060606061,31.2878787879,36.5,34.5151515152,30.9393939394,28.3787878788,33.0909090909,28.4090909091,27.8787878788,29.3181818182,29.6818181818,31.6212121212,39.0757575758,30.1818181818,34.5303030303,29.3484848485,36.4090909091,34.5151515152,34.5757575758,38.8181818182,36.7878787879,39.0909090909,29.0909090909,28.2272727273,23.8939393939,34.6060606061,30.9545454545,24.3181818182,23.6212121212,25.303030303,26.7575757576,27.6212121212,27.8333333333,26.7575757576,27.1212121212,26.3636363636,27.6515151515,27.1666666667,24.2575757576,26.1363636364,28.1515151515,27.4393939394,24.4848484848,25.9696969697,28.3484848485,27.9242424242,26.2575757576,26.7424242424,24.0303030303,24.0909090909,23.9696969697,27.5,26.3939393939,27.8787878788,26.0303030303,26.9848484848,24.5151515152,25.8484848485,28.4090909091,29.2272727273,24.9848484848,27.7727272727,27.4393939394,25.4090909091,24.303030303,24.2272727273,23.3484848485,24.4393939394,24.8333333333,25.4090909091,23.6666666667,25.4545454545,22.3484848485,22.5151515152,23.4393939394,23.5151515152,23.1515151515,21.2121212121,24.1060606061,24.0909090909,23.8787878788,25.9696969697,26.9545454545,26.8181818182,21.5454545455,20.9848484848,24.8636363636,24.3181818182,23.3181818182,24.4545454545,23.7878787879,23.6818181818,24.696969697,24.2424242424,24.2575757576,23.5303030303,22.3484848485,24.2727272727,22.9696969697,23.9848484848,23.6212121212,22.803030303,22.5454545455,23.6818181818,21.3939393939,23.696969697,22.3939393939,25.5909090909,24.2272727273,22.1363636364,23.7727272727,25.1666666667,23.8939393939,23.5757575758,23.5303030303,23.8939393939,23.1818181818,22.9242424242,21.9393939394,21.6818181818,22.9696969697,23.0151515152,25.4242424242,24.8181818182,23.1515151515,23.0909090909,22.7424242424,22.0606060606,21.9696969697,22.2424242424,22.9090909091,22.6515151515,24.2727272727,22.9242424242,23.696969697,22.2121212121,22.303030303
30.4393939394,39.9090909091,38.9696969697,31.9090909091,31.7424242424,35.1212121212,27.9393939394,32.9393939394,33.6666666667,32.9848484848,30.5,32.0909090909,31.5,37.8939393939,33.7424242424,30.9393939394,28.4545454545,33.6060606061,28.5454545455,27.7424242424,28.7878787879,29.9242424242,31.803030303,38.5606060606,30.0454545455,34.6818181818,33.0151515152,36.5454545455,34.3333333333,34.6060606061,28.5606060606,35.8181818182,36.6060606061,29.2121212121,26.196969697,24.0909090909,34.5606060606,29.5909090909,24.2121212121,23.7424242424,25.5151515152,27.0606060606,28.2575757576,27.6212121212,26.8181818182,26.3636363636,26.0303030303,28.6060606061,28.1818181818,23.5757575758,26.0151515152,27.8939393939,26.1212121212,24.8181818182,25.5,28.6515151515,27.9393939394,26.4848484848,26.5303030303,24.4242424242,24.0,24.5,27.1363636364,26.3787878788,27.2424242424,25.803030303,25.803030303,25.1515151515,26.1515151515,28.6666666667,29.5,24.9696969697,27.6212121212,27.1060606061,25.1363636364,25.0757575758,24.8484848485,24.0151515152,23.9242424242,25.4090909091,25.0454545455,23.7575757576,23.9848484848,23.3787878788,21.9545454545,23.4393939394,23.3333333333,23.4393939394,21.2424242424,23.9393939394,24.1818181818,24.2878787879,25.8939393939,27.0151515152,26.0303030303,21.696969697,21.0,25.0757575758,24.5303030303,23.7424242424,24.1818181818,22.5303030303,23.803030303,24.0909090909,24.3636363636,24.7575757576,23.696969697,22.2575757576,23.1666666667,23.1515151515,23.5606060606,23.3939393939,22.6666666667,22.1212121212,23.7272727273,21.0,23.6060606061,22.5606060606,25.6212121212,24.7121212121,22.8484848485,23.8484848485,24.8333333333,24.7878787879,23.6515151515,23.9545454545,23.7575757576,22.7272727273,22.803030303,22.0454545455,21.8484848485,22.6363636364,22.2121212121,25.1363636364,23.9696969697,22.2424242424,23.2121212121,22.8787878788,21.7878787879,21.8939393939,22.6666666667,22.5151515152,22.6666666667,24.1212121212,22.5454545455,24.1666666667,22.1363636364,22.4090909091
30.6666666667,39.8787878788,39.6515151515,32.3636363636,30.4090909091,35.2878787879,30.0454545455,34.3181818182,34.4848484848,30.8636363636,29.696969697,32.2272727273,32.3484848485,38.0,33.2121212121,30.3484848485,28.3181818182,31.0454545455,28.7575757576,27.803030303,28.9545454545,29.5909090909,31.6363636364,38.3787878788,30.5303030303,34.5606060606,36.0757575758,36.3181818182,34.3333333333,35.8787878788,36.2272727273,35.5909090909,36.3333333333,28.4545454545,25.4848484848,25.6060606061,35.0757575758,29.5151515152,24.3484848485,24.7121212121,26.8636363636,28.696969697,29.1515151515,27.7575757576,26.6818181818,26.196969697,26.7727272727,28.3939393939,28.4696969697,24.0606060606,25.9393939394,28.0,26.5606060606,25.303030303,26.0454545455,29.1515151515,27.9242424242,26.803030303,26.8181818182,24.3787878788,24.4090909091,24.4848484848,27.5757575758,26.5909090909,26.9545454545,26.3636363636,25.2121212121,26.0151515152,27.1212121212,28.9242424242,28.7121212121,25.0606060606,28.2272727273,26.2575757576,25.1666666667,26.0151515152,25.7575757576,24.5,23.8484848485,26.0757575758,25.196969697,23.7121212121,23.4848484848,23.6818181818,22.2727272727,23.5757575758,23.4242424242,23.3787878788,21.7272727273,23.7272727273,25.1666666667,24.5303030303,26.1818181818,26.4090909091,25.9848484848,21.8181818182,21.0454545455,24.2272727273,24.196969697,23.3181818182,24.1060606061,22.7272727273,23.9090909091,24.2727272727,24.8333333333,24.9242424242,23.4545454545,22.5151515152,22.303030303,22.7727272727,23.6212121212,22.9696969697,21.7727272727,21.6212121212,23.8939393939,20.9848484848,23.6212121212,22.3636363636,24.8939393939,24.0151515152,24.3333333333,23.3787878788,24.7727272727,25.2575757576,23.6818181818,23.6363636364,24.0,23.1060606061,23.1212121212,21.6212121212,21.803030303,22.2727272727,22.2727272727,25.4848484848,23.5606060606,22.3636363636,23.7727272727,22.7424242424,22.3939393939,21.9696969697,22.8333333333,22.5,22.8181818182,23.5,22.7575757576,24.1818181818,22.5,23.4848484848
30.4242424242,38.7121212121,38.4696969697,31.8636363636,30.0757575758,35.8333333333,31.9242424242,35.303030303,34.8939393939,29.4393939394,29.803030303,31.8484848485,32.9545454545,38.5757575758,33.1212121212,30.9393939394,30.0606060606,28.5,28.1666666667,28.3181818182,29.0909090909,31.0151515152,31.1666666667,36.7878787879,31.0909090909,34.5606060606,38.2727272727,36.0151515152,33.0909090909,37.4242424242,32.6666666667,36.3636363636,36.4242424242,28.8636363636,25.1212121212,25.3636363636,34.1363636364,29.2121212121,24.3939393939,24.6515151515,26.8484848485,27.7272727273,27.4848484848,26.3636363636,26.0303030303,26.1060606061,27.7727272727,27.8939393939,29.1060606061,23.7575757576,26.1212121212,27.1818181818,24.6818181818,25.5151515152,25.6515151515,28.2878787879,28.2424242424,26.8484848485,27.2727272727,24.4242424242,25.3939393939,24.9393939394,26.8484848485,26.5454545455,26.9848484848,26.5606060606,25.2424242424,25.1212121212,26.4545454545,28.9242424242,29.2272727273,25.4696969697,28.0909090909,25.8787878788,25.0454545455,24.9848484848,25.6666666667,25.1060606061,23.8333333333,26.0151515152,24.6515151515,24.4848484848,23.303030303,24.1212121212,22.8787878788,23.7878787879,23.6060606061,24.0606060606,21.7878787879,23.8939393939,24.8333333333,24.3939393939,26.2121212121,27.1818181818,26.6363636364,21.803030303,20.9090909091,23.4242424242,23.4242424242,23.7575757576,23.8333333333,22.8636363636,24.0,24.4242424242,25.303030303,24.696969697,23.3636363636,23.0151515152,21.7575757576,22.9242424242,23.8484848485,23.3636363636,21.9545454545,21.9545454545,23.8939393939,21.5,23.5151515152,23.0,24.4848484848,24.2121212121,25.196969697,23.4090909091,24.7272727273,24.8939393939,23.7424242424,23.1666666667,23.9393939394,23.1818181818,23.7272727273,21.8787878788,22.1818181818,22.5909090909,22.1060606061,25.9242424242,24.1515151515,22.5454545455,23.9090909091,22.7727272727,22.6666666667,21.8333333333,23.1363636364,22.4545454545,22.6212121212,22.9848484848,22.9545454545,23.0606060606,21.9393939394,23.0151515152
22.9848484848,36.8939393939,36.2878787879,31.0454545455,30.303030303,34.8484848485,33.3939393939,36.1212121212,35.7575757576,29.8484848485,30.0151515152,29.2424242424,33.7575757576,38.3484848485,32.803030303,30.4696969697,40.2424242424,26.9696969697,28.4848484848,28.303030303,29.0,28.2272727273,31.3333333333,36.0606060606,30.7575757576,34.1818181818,38.9848484848,36.1666666667,33.4848484848,37.3636363636,26.3484848485,35.803030303,37.8484848485,29.3636363636,24.6212121212,25.2727272727,34.1515151515,28.7272727273,23.8484848485,24.6515151515,28.1666666667,27.2727272727,26.7575757576,26.8787878788,25.9242424242,25.1212121212,26.9696969697,26.0151515152,29.5,24.9696969697,26.3939393939,26.7878787879,24.7575757576,25.303030303,25.4090909091,28.3939393939,28.4393939394,26.8181818182,27.0151515152,24.9090909091,26.1212121212,24.8939393939,27.0,25.8484848485,26.6515151515,26.6666666667,24.8181818182,24.5151515152,24.7272727273,28.803030303,28.4696969697,25.7121212121,26.1060606061,24.2575757576,24.8636363636,24.3787878788,24.4393939394,23.9848484848,23.2575757576,26.0303030303,24.196969697,24.1818181818,23.8181818182,23.0909090909,23.0454545455,22.9696969697,23.2878787879,23.7272727273,21.9090909091,24.1212121212,24.2727272727,24.7272727273,26.0151515152,26.5151515152,25.8787878788,21.8333333333,21.0303030303,22.8333333333,22.8787878788,23.4545454545,24.1060606061,23.9848484848,23.0,24.9545454545,25.2727272727,24.4545454545,23.4545454545,23.2727272727,21.8181818182,23.1060606061,23.9696969697,23.8181818182,22.3787878788,22.303030303,24.196969697,21.7575757576,23.9090909091,22.6515151515,24.9696969697,23.7424242424,25.3333333333,23.0,24.4090909091,24.5909090909,22.9242424242,22.5909090909,23.6818181818,23.4545454545,23.696969697,22.9848484848,22.3181818182,22.7121212121,22.1212121212,25.5151515152,23.4848484848,22.3333333333,22.8939393939,22.7424242424,22.6515151515,21.5606060606,23.3484848485,22.7272727273,22.8636363636,22.4242424242,22.7878787879,22.3333333333,21.696969697,23.4242424242
25.803030303,36.3484848485,34.8484848485,29.4090909091,29.8787878788,34.6515151515,33.8484848485,37.1515151515,36.0151515152,31.3636363636,30.9090909091,29.5606060606,34.803030303,37.5454545455,32.4848484848,29.6515151515,33.0606060606,26.6060606061,27.7575757576,26.6515151515,29.0909090909,26.7272727273,32.0303030303,36.4393939394,30.2424242424,33.8636363636,40.2424242424,36.4848484848,34.8333333333,36.5606060606,28.6060606061,36.6212121212,39.3636363636,29.4696969697,25.2575757576,27.7272727273,33.696969697,28.7878787879,23.8484848485,24.2424242424,27.5151515152,28.3333333333,27.7121212121,26.7272727273,26.803030303,25.5303030303,26.4545454545,25.7575757576,29.5151515152,24.3484848485,27.0,28.1818181818,25.2424242424,25.6363636364,25.7575757576,28.6060606061,28.2272727273,26.8484848485,27.0151515152,24.9848484848,26.6515151515,24.8939393939,26.5454545455,25.7575757576,26.5454545455,26.5303030303,24.8333333333,24.7575757576,24.4545454545,28.5606060606,28.3939393939,26.0303030303,25.8787878788,24.6363636364,25.5454545455,24.2272727273,24.803030303,23.6363636364,23.0757575758,26.2121212121,24.3939393939,23.5303030303,22.6212121212,22.8939393939,23.0909090909,22.3939393939,23.3484848485,23.3181818182,21.8636363636,24.1515151515,23.8787878788,24.8484848485,25.8939393939,27.0454545455,26.7272727273,21.8939393939,21.0909090909,22.3333333333,23.4696969697,23.7878787879,24.8787878788,22.7121212121,21.9242424242,25.0303030303,24.3333333333,25.0454545455,23.1212121212,22.4848484848,22.2121212121,23.0606060606,23.5757575758,23.1212121212,23.1363636364,22.9393939394,24.6666666667,22.1212121212,22.9545454545,22.7727272727,24.1515151515,24.1363636364,24.9090909091,23.303030303,24.1818181818,25.0454545455,22.9848484848,22.6212121212,22.8333333333,23.303030303,24.0757575758,22.3787878788,21.3333333333,22.1818181818,22.8484848485,25.9090909091,23.1363636364,22.5454545455,22.6515151515,22.7121212121,23.0454545455,21.0757575758,23.3333333333,22.9090909091,23.0151515152,22.9545454545,22.4696969697,22.7121212121,21.4696969697,23.9242424242
