0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
15.8952496955,16.7515225335,16.1936662607,16.0328867235,16.0,16.3422655298,16.4275274056,16.6601705238,16.6053593179,17.5651644336,16.5785627284,16.2496954933,15.724725944,15.568818514,16.4616321559,16.1071863581,15.6686967113,15.5663824604,16.269183922,16.0584652862,15.7101096224,15.6857490865,16.1425091352,16.1607795371,15.9792935445,15.7344701583,15.8160779537,16.2496954933,15.4555420219,15.4859926918,15.1205846529,15.6017052375,16.059683313,15.8038976857,16.4628501827,16.2618757613,16.0974421437,15.8538367844,15.8721071864,15.6711327649,15.9378806334,15.8964677223,15.9573690621,15.8769792935,15.7551766139,15.8855054811,15.7576126675,15.7478684531,15.6321559074,15.7028014616,15.5334957369,15.2362971985,15.6382460414,15.6820950061,15.652862363,15.2058465286,15.6333739342,15.269183922,15.3788063337,15.7624847747,15.6979293544,15.2862362972,15.3678440926,15.2582216809,15.8404384896,15.6163215591,15.3605359318
15.868453106,16.5956151035,16.2764920828,16.0755176614,16.1035322777,16.2399512789,16.4933008526,16.6090133983,16.6918392205,18.0450669915,16.6333739342,16.4019488429,15.6894031669,15.7271619976,16.3325213155,16.0182704019,15.6991473812,15.3349573691,16.2911084044,15.9732034105,15.5895249695,15.8002436054,16.1778319123,16.2107186358,15.9756394641,15.6784409257,15.7673568819,16.2801461632,15.3909866017,15.3812423873,15.2204628502,15.4738124239,16.1814859927,15.6626065773,16.5042630938,16.2399512789,16.0219244823,15.9305724726,15.790499391,15.6455542022,15.8185140073,15.8867235079,15.9537149817,15.9110840438,15.9330085262,15.8781973203,15.6869671133,15.8112058465,15.5176613886,15.6881851401,15.5164433618,15.2448233861,15.6272838002,15.6784409257,15.5712545676,15.143727162,15.6114494519,15.4056029233,15.5079171742,15.7198538368,15.7685749086,15.3666260658,15.4628501827,15.2423873325,15.7320341048,15.6138855055,15.3507917174
15.856272838,16.4567600487,16.2375152253,16.1291108404,15.993909866,16.2570036541,16.5883069428,16.5213154689,16.7746650426,18.1205846529,16.7673568819,16.3422655298,15.87454324,15.8185140073,16.2399512789,16.1230207065,15.7076735688,15.287454324,16.2618757613,16.1851400731,15.6808769793,15.7283800244,16.2070645554,16.1218026797,15.9914738124,15.7393422655,15.6650426309,16.2119366626,15.5493300853,15.5018270402,15.353227771,15.2594397077,16.2046285018,15.7222898904,16.4993909866,16.3045066991,16.149817296,15.9573690621,15.7539585871,15.6090133983,15.862362972,15.8757612667,16.0146163216,15.7929354446,15.8928136419,16.0133982948,15.7576126675,15.706455542,15.5371498173,15.5992691839,15.5347137637,15.1900121803,15.5176613886,15.6711327649,15.5761266748,15.1961023143,15.5237515225,15.3629719854,15.4323995128,15.6577344702,15.6199756395,15.4823386114,15.3800243605,15.3386114495,15.8112058465,15.556638246,15.5006090134
15.9244823386,16.2655298417,16.1266747868,16.3105968331,16.2119366626,16.1510353228,16.4616321559,16.5103532278,16.7356881851,18.3775883069,16.6772228989,16.353227771,15.8489646772,15.658952497,16.3678440926,16.149817296,15.7174177832,15.3702801462,16.2764920828,16.0767356882,15.8014616322,15.7332521315,16.0962241169,16.1181485993,15.9208282582,15.6699147381,15.7637028015,16.227771011,15.6382460414,15.4397076736,15.3264311815,15.0401948843,16.1364190012,15.7356881851,16.4360535932,16.3800243605,16.084043849,15.9732034105,15.8172959805,15.6297198538,15.9817295981,15.7503045067,15.9110840438,15.8392204629,15.8794153471,15.8367844093,15.6711327649,15.7795371498,15.5724725944,15.7673568819,15.4640682095,15.1741778319,15.6747868453,15.6516443362,15.5237515225,15.2119366626,15.5785627284,15.3386114495,15.4884287454,15.6930572473,15.4725943971,15.3580998782,15.5834348356,15.4567600487,15.7795371498,15.7137637028,15.3970767357
15.9598051157,16.2484774665,16.1425091352,16.2338611449,16.4019488429,16.065773447,16.7697929354,16.6760048721,16.9792935445,18.2838002436,16.6516443362,16.4774665043,15.8587088916,15.6552984166,16.4482338611,16.1205846529,15.8051157125,15.4457978076,16.2789281364,15.9780755177,15.7758830694,15.7088915956,16.0901339829,16.149817296,15.8148599269,15.5590742996,15.7259439708,16.2362971985,15.7673568819,15.4263093788,15.3885505481,15.2387332521,16.0852618758,15.8221680877,16.3568818514,16.2850182704,16.1790499391,16.0499390987,15.8355663825,15.5761266748,15.8757612667,15.8477466504,15.9366626066,15.8855054811,15.856272838,15.9147381242,15.7454323995,15.7174177832,15.5968331303,15.6224116931,15.4348355664,15.3617539586,15.5408038977,15.4786845311,15.4884287454,15.3568818514,15.6224116931,15.3288672351,15.4933008526,15.7174177832,15.5261875761,15.3227771011,15.5249695493,15.4823386114,15.7344701583,15.6163215591,15.4482338611
15.8453105968,16.3556638246,16.1778319123,16.2911084044,16.3398294762,16.1035322777,16.6138855055,16.6650426309,16.868453106,18.0133982948,16.7734470158,16.3788063337,15.7697929354,15.7868453106,16.3349573691,16.1388550548,15.7417783191,15.5286236297,16.3337393423,16.0487210719,15.7941534714,15.7344701583,16.203410475,16.1218026797,15.9829476248,15.5615103532,15.6930572473,16.15590743,15.8197320341,15.5006090134,15.5298416565,15.2107186358,16.0962241169,15.9074299635,16.4323995128,16.3154689403,16.0755176614,15.9987819732,15.7856272838,15.6443361754,15.9573690621,15.7710109622,16.0901339829,15.8136419001,15.8282582217,15.8757612667,15.7990255786,15.8002436054,15.6004872107,15.6321559074,15.4165651644,15.4872107186,15.6820950061,15.6297198538,15.628501827,15.5456760049,15.6492082826,15.3617539586,15.5956151035,15.6967113276,15.4762484775,15.4323995128,15.5200974421,15.4835566382,15.8294762485,15.6297198538,15.4409257004
15.8319123021,16.3702801462,16.1303288672,16.3032886724,16.2387332521,15.8002436054,16.5115712546,16.6796589525,16.8221680877,17.9622411693,16.7563946407,16.3300852619,15.7588306943,15.8769792935,16.3313032887,16.1863580999,15.6747868453,15.6552984166,16.3130328867,16.0548112058,15.8063337393,15.6248477467,16.1522533496,16.1753958587,15.9707673569,15.6175395859,15.6747868453,16.1729598051,15.7539585871,15.3824604141,15.5554202192,15.2728380024,16.1400730816,15.8099878197,16.3678440926,16.3154689403,16.1169305725,16.0097442144,15.8781973203,15.6662606577,15.8781973203,15.6090133983,15.9500609013,15.8428745432,15.8112058465,15.9293544458,15.8099878197,15.7295980512,15.6004872107,15.5822168088,15.4531059683,15.5651644336,15.6626065773,15.7259439708,15.71863581,15.5103532278,15.6723507917,15.3934226553,15.4750304507,15.7174177832,15.6138855055,15.371498173,15.5200974421,15.4604141291,15.6833130329,15.6382460414,15.4409257004
15.9317904994,16.4141291108,16.2070645554,16.1656516443,16.2947624848,16.0401948843,16.4920828258,16.6540803898,16.712545676,17.9792935445,16.8148599269,16.3641900122,15.8477466504,15.8002436054,16.2423873325,16.1693057247,15.7442143727,15.8246041413,16.3020706456,16.1157125457,15.7503045067,15.7222898904,16.1924482339,16.2265529842,15.8233861145,15.4786845311,15.6954933009,16.1729598051,15.7088915956,15.347137637,15.503045067,15.5347137637,16.1291108404,15.8282582217,16.4811205847,16.3629719854,16.0085261876,16.0450669915,15.7917174178,15.6638246041,15.8769792935,15.6333739342,15.915956151,15.868453106,15.862362972,15.9476248477,15.7381242387,15.8148599269,15.6053593179,15.5395858709,15.4287454324,15.6784409257,15.7478684531,15.6138855055,15.5408038977,15.5066991474,15.5700365408,15.3848964677,15.5103532278,15.706455542,15.5639464068,15.3641900122,15.484774665,15.496954933,15.7697929354,15.5639464068,15.371498173
15.856272838,16.28136419,16.2484774665,16.1863580999,16.2643118149,16.3495736906,16.5261875761,16.6248477467,16.8148599269,17.7052375152,16.6601705238,16.4591961023,15.7771010962,15.862362972,16.3483556638,16.0730816078,15.7442143727,15.8574908648,16.2679658952,16.1461632156,15.7819732034,15.6699147381,16.1705237515,16.12545676,15.9110840438,15.5590742996,15.7576126675,16.197320341,15.71863581,15.4263093788,15.5347137637,15.5712545676,16.0341047503,15.7515225335,16.490864799,16.275274056,15.9451887942,15.9427527406,15.7222898904,15.6784409257,15.8465286236,15.6272838002,15.9829476248,15.8380024361,15.8867235079,15.9658952497,15.7661388551,15.6370280146,15.5968331303,15.6808769793,15.43727162,15.6991473812,15.5919610231,15.6479902558,15.5785627284,15.3483556638,15.4591961023,15.3203410475,15.5359317905,15.6735688185,15.5054811206,15.4007308161,15.5615103532,15.3191230207,15.6199756395,15.658952497,15.3081607795
15.8769792935,16.5140073082,16.1510353228,16.1936662607,16.3422655298,16.5992691839,16.5127892814,16.6479902558,16.8221680877,17.7101096224,16.6163215591,16.287454324,15.8550548112,15.8781973203,16.2898903776,16.1181485993,15.6808769793,15.8416565164,16.3373934227,16.0974421437,15.8099878197,15.7015834348,16.1047503045,16.1705237515,15.8806333739,15.6309378806,15.6650426309,16.1827040195,15.6565164434,15.4116930572,15.6236297199,15.5298416565,16.053593179,15.790499391,16.3617539586,16.2484774665,15.9695493301,15.8903775883,15.8465286236,15.6090133983,15.8099878197,15.5822168088,15.9756394641,15.8599269184,15.790499391,15.7953714982,15.7210718636,15.6516443362,15.6004872107,15.5602923264,15.6431181486,15.7259439708,15.5554202192,15.5176613886,15.5895249695,15.3495736906,15.628501827,15.2448233861,15.503045067,15.6236297199,15.5919610231,15.5383678441,15.5176613886,15.3885505481,15.6041412911,15.5761266748,15.3995127893
