0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153
34.0984251969,33.7795275591,30.9881889764,35.0157480315,34.5708661417,33.6023622047,33.6220472441,33.6653543307,33.3228346457,33.7598425197,29.3543307087,32.3976377953,31.6614173228,30.7834645669,32.3582677165,32.4330708661,31.3385826772,29.4409448819,30.6023622047,29.7637795276,29.7480314961,29.1456692913,30.5354330709,31.5708661417,30.7401574803,31.2716535433,31.8307086614,30.6417322835,31.2637795276,30.3700787402,31.1929133858,32.0433070866,30.2952755906,30.0866141732,30.0236220472,29.9803149606,29.688976378,29.8779527559,28.9291338583,30.6968503937,29.7913385827,30.0039370079,28.9015748031,29.0669291339,28.4251968504,30.0708661417,27.9133858268,27.9763779528,29.0472440945,28.6850393701,28.3346456693,28.0078740157,28.5275590551,27.9921259843,28.0826771654,28.3622047244,28.3464566929,29.6732283465,28.9803149606,28.2874015748,29.5708661417,28.3149606299,27.9291338583,28.4330708661,29.0590551181,28.2637795276,29.3661417323,27.7598425197,27.8188976378,27.3779527559,27.4488188976,27.0393700787,27.6653543307,28.5590551181,26.2559055118,26.811023622,29.1653543307,28.0393700787,30.0905511811,30.4133858268,30.0787401575,29.7519685039,29.8149606299,29.0511811024,29.5236220472,27.6456692913,27.5472440945,28.2165354331,28.9094488189,27.7362204724,28.0118110236,27.6220472441,27.3149606299,27.1850393701,27.3976377953,26.3661417323,25.4803149606,25.2952755906,27.2283464567,27.0787401575,29.342519685,28.4645669291,28.9291338583,28.0866141732,29.0511811024,28.2165354331,27.2637795276,26.7834645669,27.1220472441,27.0826771654,27.1496062992,29.5039370079,28.9566929134,26.4960629921,28.5472440945,27.9173228346,27.8858267717,28.7559055118,27.7362204724,27.3188976378,27.2559055118,28.4015748031,28.7165354331,28.1771653543,26.1377952756,27.3858267717,27.094488189,27.2598425197,25.9094488189,25.9330708661,25.0354330709,26.2440944882,26.905511811,26.6377952756,26.0787401575,25.7165354331,25.0826771654,24.4015748031,24.9133858268,25.4015748031,24.8503937008,25.0472440945,24.9881889764,25.7913385827,25.157480315,25.9291338583,29.9409448819,29.3661417323,24.3070866142,23.7362204724,23.9330708661,23.6456692913,24.062992126,23.0
34.0354330709,33.7952755906,30.5590551181,35.1732283465,34.531496063,33.5708661417,33.6456692913,34.1496062992,33.2755905512,33.9409448819,30.5393700787,32.1023622047,32.1771653543,32.5905511811,30.8858267717,32.5118110236,31.125984252,29.6496062992,31.3228346457,29.7007874016,29.3700787402,29.3818897638,30.3543307087,31.1653543307,30.8385826772,31.3779527559,31.6968503937,31.5275590551,31.8582677165,31.9133858268,31.5118110236,31.4015748031,30.8385826772,30.0590551181,29.531496063,30.0236220472,29.2283464567,30.2480314961,28.8818897638,30.3582677165,29.3346456693,29.905511811,29.6299212598,29.1496062992,28.4881889764,29.2559055118,28.0354330709,27.8779527559,28.9409448819,29.0354330709,28.3267716535,28.1732283465,27.8307086614,27.8188976378,28.3267716535,28.4763779528,29.062992126,29.2125984252,29.1102362205,28.4015748031,28.9212598425,28.3503937008,27.6653543307,28.1968503937,28.594488189,28.3976377953,29.0433070866,27.5984251969,27.8818897638,27.3307086614,27.2795275591,26.7952755906,27.5984251969,28.5354330709,26.2795275591,27.2165354331,29.6417322835,28.2519685039,29.9960629921,29.405511811,29.6023622047,30.937007874,29.2677165354,29.062992126,28.4606299213,27.9724409449,27.468503937,28.1732283465,28.2637795276,27.3858267717,28.5196850394,27.7244094488,27.5118110236,27.0984251969,27.3070866142,26.0551181102,25.1181102362,25.5039370079,28.2204724409,27.1850393701,29.157480315,29.1535433071,28.8228346457,28.531496063,29.031496063,27.8976377953,27.5275590551,26.7637795276,26.9881889764,27.062992126,27.3661417323,29.4133858268,28.7874015748,26.4448818898,27.7401574803,27.8464566929,28.4212598425,28.8503937008,28.0590551181,27.7834645669,26.7755905512,28.1496062992,28.4212598425,27.9409448819,26.2952755906,27.1811023622,27.1417322835,27.437007874,26.3976377953,25.7637795276,25.0,26.2677165354,26.9960629921,26.7440944882,26.0787401575,26.2992125984,25.5905511811,24.2362204724,24.8267716535,25.4606299213,25.0511811024,25.1496062992,24.9488188976,25.7834645669,24.9960629921,25.5669291339,30.6181102362,29.4173228346,24.2086614173,23.7047244094,23.6968503937,23.8937007874,23.8661417323,23.1850393701
33.7795275591,33.5866141732,31.6653543307,35.0905511811,34.7716535433,33.1535433071,34.5511811024,34.2480314961,33.5118110236,33.7677165354,32.2952755906,32.7716535433,32.4330708661,31.6850393701,30.8661417323,32.8188976378,30.9251968504,29.6141732283,31.5708661417,29.7637795276,29.3346456693,29.6653543307,29.0866141732,31.2322834646,31.1220472441,32.1968503937,31.7913385827,32.031496063,31.5118110236,31.5826771654,31.4881889764,30.5078740157,31.125984252,30.2480314961,29.7795275591,30.0354330709,29.3818897638,30.0157480315,29.0551181102,30.6220472441,28.6732283465,29.4094488189,29.8070866142,29.874015748,28.4133858268,28.5393700787,28.4763779528,28.0236220472,29.3385826772,29.5,28.9094488189,28.4566929134,27.8622047244,27.6377952756,28.4645669291,28.2834645669,29.0669291339,29.0354330709,28.8582677165,28.657480315,27.9803149606,28.125984252,27.6771653543,28.1732283465,28.2519685039,28.4606299213,29.1181102362,28.0590551181,27.7716535433,27.342519685,27.4881889764,26.8228346457,27.2598425197,28.3897637795,25.5826771654,27.5196850394,29.5905511811,28.0866141732,29.9842519685,30.2283464567,29.7952755906,30.9291338583,29.6811023622,28.9094488189,28.2007874016,27.8149606299,27.3503937008,28.1338582677,28.342519685,27.4960629921,28.6968503937,27.2992125984,27.0078740157,27.0118110236,27.2125984252,26.0354330709,25.2716535433,25.2362204724,28.0236220472,27.7204724409,29.1299212598,29.3149606299,29.0551181102,28.9881889764,28.6417322835,27.9094488189,27.5511811024,26.7086614173,27.0551181102,27.1535433071,27.8543307087,29.311023622,29.3543307087,26.3937007874,28.2874015748,28.7874015748,28.5669291339,28.0511811024,28.6220472441,27.7322834646,28.0275590551,28.5196850394,28.3228346457,27.7244094488,26.468503937,27.0984251969,27.062992126,27.657480315,25.7244094488,25.6614173228,25.2559055118,26.2401574803,26.8700787402,26.9133858268,26.2755905512,26.2834645669,25.3228346457,24.5748031496,24.5393700787,25.6535433071,24.688976378,25.3031496063,24.7480314961,25.7677165354,25.1062992126,26.1220472441,30.8661417323,29.3464566929,24.4606299213,23.7559055118,23.7362204724,23.8307086614,23.6496062992,23.0984251969
33.688976378,34.1062992126,32.3779527559,34.4409448819,33.7834645669,33.2125984252,33.7322834646,35.0275590551,33.8661417323,33.0826771654,32.0196850394,31.4330708661,32.5866141732,32.2204724409,31.1732283465,32.7007874016,30.9960629921,29.4724409449,31.3661417323,29.7755905512,29.0866141732,31.2795275591,29.5551181102,31.9173228346,31.7952755906,33.0708661417,31.5787401575,31.9409448819,31.7519685039,32.4212598425,32.5275590551,30.9173228346,31.3503937008,30.2559055118,29.7637795276,29.9488188976,29.6102362205,29.9015748031,28.625984252,29.9448818898,28.8464566929,29.9645669291,29.4763779528,28.9606299213,28.3307086614,27.9212598425,29.0393700787,27.8582677165,29.311023622,29.4527559055,28.937007874,28.4921259843,27.7047244094,27.9960629921,28.437007874,27.8700787402,28.9094488189,28.6614173228,28.6023622047,28.3937007874,29.7755905512,27.9488188976,27.6299212598,28.1102362205,28.0708661417,28.4448818898,28.9960629921,28.7007874016,27.7480314961,27.3661417323,27.6653543307,26.9960629921,27.3070866142,28.4212598425,25.5472440945,27.7519685039,29.625984252,28.1102362205,30.1692913386,31.311023622,30.8307086614,31.0039370079,29.3858267717,28.7637795276,27.7244094488,27.1811023622,27.2401574803,28.2677165354,28.4645669291,27.8543307087,28.5275590551,27.4763779528,26.7559055118,26.9409448819,26.7952755906,26.1929133858,25.1023622047,25.3149606299,28.6614173228,28.6220472441,28.4251968504,28.937007874,28.468503937,29.0078740157,27.6614173228,27.8897637795,27.531496063,26.8858267717,26.9566929134,26.9488188976,27.7598425197,28.9527559055,29.157480315,26.3661417323,27.3622047244,28.6653543307,27.9606299213,28.0118110236,28.2125984252,28.157480315,28.1023622047,28.2165354331,28.1417322835,26.7086614173,25.8070866142,27.1496062992,27.4645669291,27.4842519685,25.0196850394,25.5511811024,25.4842519685,26.2952755906,26.937007874,27.2086614173,25.6614173228,25.7913385827,25.4645669291,24.6653543307,24.5669291339,25.6614173228,24.9724409449,25.374015748,25.0157480315,25.7677165354,25.2913385827,26.1850393701,30.6732283465,28.9803149606,24.437007874,23.7283464567,23.6968503937,23.8503937008,24.0393700787,23.2204724409
33.9094488189,35.0708661417,32.7559055118,34.3503937008,34.7204724409,33.1338582677,34.0354330709,36.3582677165,33.3543307087,34.3385826772,33.0669291339,31.7007874016,31.7007874016,32.0196850394,30.7677165354,32.3228346457,31.0275590551,29.7519685039,31.5826771654,29.8070866142,29.2716535433,30.8937007874,28.625984252,31.7952755906,32.7007874016,32.4724409449,32.2795275591,31.6771653543,31.1771653543,32.3070866142,31.6496062992,31.5354330709,32.311023622,29.9448818898,30.0669291339,29.7440944882,29.2992125984,30.0984251969,29.311023622,29.6062992126,28.9488188976,29.7755905512,29.1417322835,29.0708661417,28.4212598425,27.9763779528,29.3858267717,28.2362204724,29.4606299213,29.3818897638,28.7874015748,28.4291338583,27.6338582677,27.5118110236,28.3582677165,27.8188976378,28.8070866142,28.562992126,28.6614173228,28.2952755906,29.8818897638,27.8779527559,27.4842519685,27.8070866142,27.8976377953,28.3700787402,28.8897637795,29.2440944882,27.7992125984,27.2637795276,27.5708661417,27.0472440945,27.6496062992,28.2677165354,25.905511811,27.7913385827,29.5905511811,27.9842519685,30.4015748031,30.9566929134,31.0157480315,31.2795275591,29.1181102362,28.6417322835,27.6496062992,27.2283464567,27.1102362205,28.7637795276,28.5708661417,27.9330708661,28.1929133858,27.5236220472,27.1614173228,26.9094488189,26.8779527559,25.9527559055,25.0236220472,25.4488188976,28.2952755906,28.7834645669,29.6850393701,29.2362204724,27.8228346457,28.8228346457,27.8188976378,27.5157480315,27.6496062992,27.1496062992,26.968503937,26.9448818898,27.7401574803,28.8622047244,29.3188976378,26.405511811,27.031496063,28.4251968504,27.0118110236,27.9606299213,27.6102362205,28.2047244094,27.9488188976,28.7362204724,27.7559055118,26.6850393701,25.8149606299,27.0472440945,27.3858267717,27.0669291339,25.7440944882,25.5354330709,25.374015748,26.1811023622,27.0984251969,28.0078740157,25.3031496063,25.5354330709,25.374015748,25.0866141732,24.6456692913,25.7204724409,24.7874015748,25.3700787402,25.0039370079,25.8818897638,25.5472440945,26.2165354331,30.1653543307,29.0039370079,24.5551181102,23.6181102362,23.9409448819,23.937007874,23.9330708661,23.2480314961
33.9251968504,35.3385826772,33.6141732283,34.6929133858,33.625984252,32.6968503937,34.3622047244,35.3149606299,33.4527559055,34.2755905512,33.1141732283,31.4881889764,32.0905511811,32.0039370079,30.8582677165,32.437007874,30.7913385827,31.4842519685,31.4212598425,28.9409448819,29.0,31.5866141732,27.9921259843,31.4094488189,31.7677165354,32.4645669291,32.6377952756,32.062992126,30.531496063,31.7834645669,32.094488189,32.1496062992,31.4488188976,29.7716535433,29.0551181102,29.5866141732,29.3188976378,28.8307086614,28.437007874,29.7559055118,28.9015748031,29.7047244094,28.8543307087,29.2204724409,28.3779527559,27.5196850394,29.1338582677,28.7637795276,29.3858267717,29.2204724409,28.9015748031,28.5236220472,27.9606299213,27.4842519685,28.6062992126,28.0118110236,28.6653543307,28.6062992126,28.6181102362,28.1811023622,29.4448818898,27.9330708661,27.5511811024,28.0196850394,27.9291338583,28.3070866142,28.6692913386,29.3346456693,28.4645669291,27.3700787402,27.2598425197,27.1968503937,28.2716535433,28.6377952756,26.4251968504,27.9527559055,29.7519685039,28.062992126,30.4488188976,31.125984252,30.9960629921,31.1771653543,28.7952755906,28.4409448819,27.4803149606,27.6417322835,27.1102362205,28.4724409449,28.6535433071,27.7283464567,28.3070866142,27.562992126,26.6141732283,26.7795275591,27.0826771654,25.9291338583,24.8188976378,25.7086614173,27.4251968504,28.8622047244,29.7322834646,28.6653543307,27.7519685039,28.6653543307,27.9645669291,27.5275590551,27.6181102362,27.2598425197,27.1496062992,26.7047244094,27.0472440945,28.7440944882,29.2165354331,26.3031496063,26.9960629921,27.4921259843,27.8188976378,27.7559055118,28.1023622047,28.094488189,28.0236220472,27.6732283465,27.4488188976,26.7559055118,26.4251968504,27.1653543307,27.1417322835,26.9448818898,26.2795275591,25.9251968504,25.4645669291,26.1102362205,27.0393700787,27.7401574803,25.3622047244,25.4763779528,25.5393700787,25.1181102362,24.8346456693,25.688976378,24.9803149606,25.5433070866,25.2165354331,25.8661417323,25.6377952756,25.9448818898,30.7125984252,28.9881889764,24.6299212598,23.7834645669,23.4960629921,24.0118110236,23.9763779528,23.3188976378
34.4842519685,35.8582677165,34.0196850394,34.7755905512,33.6338582677,32.6220472441,34.6181102362,34.2992125984,33.4251968504,34.3346456693,32.9330708661,32.3149606299,30.9921259843,31.8661417323,30.6732283465,33.1456692913,30.6614173228,32.3543307087,31.7992125984,29.0708661417,28.9291338583,31.2007874016,28.4921259843,32.1968503937,32.0905511811,32.6496062992,32.1535433071,31.5590551181,30.6338582677,31.3464566929,31.8543307087,30.8976377953,30.8307086614,29.6417322835,29.1062992126,29.6614173228,29.0354330709,28.7519685039,28.4330708661,28.9842519685,29.0157480315,29.5826771654,29.3070866142,29.0157480315,28.3307086614,28.4094488189,28.1141732283,28.0157480315,29.1850393701,29.6732283465,29.0354330709,28.594488189,28.6496062992,27.2244094488,28.6692913386,28.4133858268,28.8228346457,28.4921259843,28.7283464567,28.3346456693,28.8464566929,29.0669291339,27.7401574803,28.1141732283,27.9960629921,28.2086614173,28.5708661417,29.2401574803,27.6535433071,27.437007874,27.1220472441,27.1377952756,28.5354330709,28.3503937008,27.0039370079,28.0118110236,29.5984251969,27.7677165354,30.3267716535,29.7992125984,31.1023622047,30.6614173228,28.7795275591,28.2795275591,27.468503937,27.7401574803,27.188976378,28.2992125984,28.6968503937,27.7716535433,28.3031496063,27.562992126,26.7047244094,26.6732283465,26.9488188976,25.7480314961,25.0354330709,25.8464566929,27.342519685,28.7834645669,29.6338582677,28.7125984252,27.5866141732,28.6102362205,28.031496063,27.1377952756,27.4803149606,27.4488188976,26.9212598425,26.8267716535,27.1299212598,28.7401574803,29.0157480315,26.1377952756,27.2362204724,27.0866141732,27.6771653543,27.7755905512,27.937007874,28.1181102362,27.7992125984,28.3503937008,27.7086614173,26.688976378,26.6811023622,27.5157480315,26.8897637795,26.937007874,26.1535433071,25.9212598425,25.4921259843,26.0905511811,26.3307086614,27.7637795276,25.5433070866,25.4409448819,25.4842519685,25.0787401575,24.7677165354,25.7086614173,24.7716535433,25.4960629921,25.3267716535,25.8779527559,25.562992126,26.3897637795,31.5472440945,29.6338582677,24.4960629921,23.7086614173,23.6023622047,24.031496063,23.7637795276,23.3897637795
34.9960629921,35.5,34.2480314961,34.188976378,33.6614173228,33.1653543307,34.5472440945,33.1377952756,33.4212598425,34.6062992126,32.7244094488,32.094488189,31.2559055118,31.7559055118,30.5669291339,32.4015748031,30.5905511811,31.4842519685,31.8149606299,28.9645669291,29.0118110236,32.4330708661,27.8307086614,31.4409448819,31.6338582677,32.0196850394,31.2480314961,31.5393700787,30.4448818898,31.1299212598,31.5393700787,30.5905511811,30.5787401575,29.968503937,29.2204724409,29.9094488189,28.9251968504,29.7716535433,28.6062992126,28.8346456693,28.8700787402,29.3464566929,29.3937007874,29.0472440945,28.7125984252,27.7086614173,28.0,27.3031496063,29.2559055118,28.9763779528,29.3188976378,28.4960629921,29.0826771654,27.4803149606,28.5511811024,28.2244094488,28.8779527559,28.3582677165,28.874015748,28.7874015748,28.7165354331,29.2480314961,27.7007874016,28.3031496063,28.2401574803,28.1811023622,28.5669291339,29.1456692913,27.5748031496,27.5511811024,27.1102362205,27.5905511811,28.8307086614,28.2519685039,26.9488188976,27.7007874016,29.4448818898,28.0078740157,30.3503937008,30.0354330709,30.4881889764,30.7598425197,29.0787401575,28.2125984252,27.6102362205,28.3661417323,27.1811023622,28.3543307087,28.5157480315,28.0354330709,28.2716535433,27.5275590551,27.0826771654,26.7834645669,27.0,25.7244094488,25.4291338583,25.6811023622,27.7559055118,28.3543307087,29.0472440945,28.4488188976,27.3346456693,28.0866141732,27.342519685,27.4291338583,27.3818897638,27.5748031496,26.6811023622,27.0905511811,27.3188976378,28.9251968504,28.842519685,25.9842519685,27.3267716535,26.7874015748,28.1417322835,27.3267716535,28.2165354331,27.9488188976,28.2795275591,28.0,27.342519685,26.7598425197,27.2165354331,27.3149606299,26.7834645669,26.9015748031,26.2677165354,26.0118110236,25.5748031496,26.0866141732,26.7047244094,27.2165354331,25.6062992126,25.2322834646,25.1968503937,25.1299212598,24.7322834646,25.3858267717,24.9251968504,25.3543307087,25.1181102362,25.9409448819,25.7244094488,26.4566929134,31.2598425197,29.5393700787,24.5354330709,23.8228346457,23.7716535433,23.9488188976,24.0393700787,23.657480315
34.8464566929,35.8937007874,34.3976377953,33.7440944882,33.6023622047,33.1811023622,34.4409448819,33.8188976378,33.7401574803,33.3622047244,32.1653543307,31.7165354331,30.7834645669,32.9763779528,30.625984252,32.6181102362,30.4173228346,33.2165354331,30.5118110236,28.5551181102,29.0551181102,31.7834645669,28.0590551181,31.7283464567,31.5905511811,31.031496063,31.2086614173,30.9527559055,30.4960629921,31.2874015748,31.2125984252,30.4291338583,30.7283464567,29.4094488189,29.6692913386,29.625984252,28.7874015748,28.9291338583,29.2047244094,28.7952755906,29.1023622047,29.1732283465,29.2755905512,28.7559055118,28.3267716535,27.4606299213,27.5118110236,27.1062992126,29.2519685039,28.7755905512,29.0196850394,28.3149606299,28.8031496063,27.4488188976,27.968503937,27.2086614173,28.6732283465,28.3503937008,28.8385826772,28.4330708661,28.6220472441,28.374015748,27.7755905512,28.1535433071,28.0826771654,28.2637795276,28.3188976378,28.8622047244,27.7716535433,27.531496063,27.0,27.9960629921,28.8464566929,28.2086614173,27.3188976378,27.6692913386,29.4212598425,28.2559055118,30.3346456693,29.8661417323,30.7086614173,30.9488188976,30.6929133858,28.5866141732,27.6456692913,29.2480314961,27.3031496063,28.4173228346,28.2795275591,28.2125984252,28.0039370079,27.5866141732,27.0196850394,26.5,26.9921259843,25.5511811024,25.3543307087,25.5551181102,26.9842519685,28.3622047244,28.7834645669,28.6653543307,27.468503937,28.0157480315,28.0196850394,27.4803149606,27.2047244094,27.0511811024,26.4133858268,26.8661417323,27.7204724409,28.7047244094,29.4133858268,26.0236220472,27.0669291339,27.9527559055,27.4133858268,27.5354330709,27.9960629921,28.2283464567,29.2007874016,29.2362204724,27.3858267717,26.437007874,27.1653543307,27.6653543307,26.6732283465,26.4803149606,26.2637795276,25.9409448819,25.1771653543,26.062992126,26.5866141732,27.0866141732,25.5748031496,25.2007874016,25.3070866142,25.2834645669,25.1062992126,25.0511811024,25.3267716535,25.1496062992,24.9881889764,25.9881889764,25.842519685,26.3543307087,31.688976378,29.3897637795,24.5393700787,23.7598425197,23.7755905512,23.6732283465,23.688976378,23.8661417323
35.0826771654,35.062992126,34.3267716535,33.5708661417,33.5708661417,33.5669291339,33.8070866142,33.7755905512,33.9291338583,32.8779527559,32.7598425197,31.5157480315,32.5905511811,32.1771653543,31.0787401575,33.1968503937,30.0866141732,32.0472440945,31.2480314961,28.8070866142,28.937007874,32.7755905512,28.6535433071,31.6811023622,31.8070866142,31.188976378,30.9960629921,31.2047244094,30.468503937,30.6141732283,30.7992125984,31.062992126,30.7125984252,29.7677165354,29.6535433071,29.5905511811,29.5472440945,28.8818897638,28.3307086614,28.5590551181,28.2283464567,29.2755905512,29.405511811,28.6614173228,27.6338582677,27.6338582677,27.6220472441,27.342519685,28.4566929134,28.8976377953,28.5511811024,27.7401574803,28.4842519685,27.6023622047,27.5196850394,27.2913385827,28.5551181102,28.1062992126,28.5393700787,27.8661417323,28.3149606299,27.5826771654,28.2440944882,28.2637795276,27.9133858268,28.1929133858,28.2047244094,29.0984251969,27.7913385827,27.8503937008,26.968503937,27.7165354331,28.9212598425,28.3228346457,27.3622047244,27.4763779528,29.1771653543,28.6496062992,30.1141732283,30.5905511811,31.2992125984,30.2047244094,30.4645669291,29.6220472441,27.9724409449,28.1417322835,27.5118110236,28.6023622047,28.3228346457,27.7322834646,28.2716535433,27.6850393701,27.1220472441,26.5984251969,27.0157480315,25.4763779528,25.0118110236,25.6850393701,26.905511811,28.094488189,28.6692913386,28.2834645669,27.3346456693,28.0866141732,27.9960629921,27.7244094488,27.2480314961,27.1929133858,26.4409448819,26.6023622047,27.2401574803,28.4330708661,29.6417322835,26.0590551181,27.1496062992,27.8976377953,27.5275590551,27.3464566929,28.2125984252,28.0,28.9133858268,28.6929133858,27.2992125984,26.0984251969,26.874015748,27.4606299213,26.7598425197,26.6850393701,26.4212598425,25.8858267717,25.437007874,26.0118110236,26.4803149606,27.3700787402,25.7874015748,25.0118110236,25.4803149606,25.1220472441,25.2283464567,24.7401574803,25.0748031496,25.2913385827,25.0433070866,26.1338582677,26.0157480315,26.5275590551,30.9842519685,28.7007874016,24.3897637795,23.8346456693,23.5039370079,23.8543307087,23.8582677165,24.4173228346
